name,address,year_installed,artist,landmark_designation_date,latitude,longitude,zip_code,type,description_of_artwork
Home in Uptown,1140 Wilson Avenue,2019,Frank Quintero,Unknown,41.96548895,-87.6591587,60640,Mural,None
Letter U,1516 W Cortland Street,2019,Marry Tonnu,Unknown,41.91664982,-87.66608117,60642,Mural,None
I Am Love,1600 S. State Street,2017,Shinique Smith,Unknown,41.8601185,-87.62740831,60616,Mural,(Photo Credit: Sandra Steinbrecher)
The Wall of Daydreaming and Man's Inhumanity to Man,328 East 47th St,1975,Mitchell Caton and William Walker,Unknown,41.80946567,-87.61831493,60653,Mural,Artist Mitchell Caton. 1975. The Wall of Daydreaming (fully titled The Wall of Daydreaming and Man's Inhumanity to Man) was meant to express the people's needs; social ills; and community grievances. From 1975
Unknown,2730 Karlov,2016,Chris Silva,Unknown,41.841405,-87.727103,60623,Mural,students of Chris Silva took the lead on this colorful fence project in La Villita in summer 2016.
Feather Run,6343 West Irving Park Road,2017,Tony Passero and Arts Alive Chicago,Unknown,41.95281566,-87.78582729,60634,Mural,Installed by Arts Alive Chicago from an original design painted by Tony Passero; Feather Run depicts two vibrant peacocks meeting in the center of a field of abstract symbols. It can be found on the east elevation of the Merrimac Park fieldhouse.
Ode to the Messenger,4610 N Clifton Ave,2020,Brett Whitacre,Unknown,41.96614,-87.65903,60640,Mural,None
Moose Bubblegum Bubble,33 E. Congress,2014,Jacob Watts,Unknown,41.87557316,-87.62637611,60605,Mural,;Street art and graffiti are no longer strictly defined as vandalism and deserves to be recognized as a valid and important art genre;; said Shepard Fairey; artist and curator of;The Provocateurs. ;It challenges the notion that public space should be dominated by advertising and government signage. Columbia College and the City of Chicago have enthusiastically supported our outdoor mural project.;
Gift To The Class of 2016,1152 S. Wabash,2016,Don't Fret,Unknown,41.86769438,-87.62597903,60605,Mural,(Photo Credit: Sandra Steinbrecher) Don;t Fret is a Chicago native and Columbia College alum and his practice includes drawing; painting; sculpture; performance and installation-based work both on the street and in the gallery space.
Alewives 1972/2009,5506 South Lake Park Ave,1972,Albert Zeno,Unknown,41.79493407,-87.58773626,60637,Mural,Original Artist: Albert Zeno. 2009 Artist: Damon Lamar Reed
Intergallactic Lovers or nah;,25 E Monroe St,2017,Barrett Keithley,Unknown,41.88066939,-87.62680815,60603,Mural,Can you have a person embody the universal truth of love or nah; This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
We Grow Here Too,Garfield Boulevard and Wallace St,2017,"Port Ministries with Gloria 'Gloe'""; Talamantes""",Unknown,41.794471,-87.640385,60609,Mural,When scouting the location for her mural with Port Ministries; Artist Gloria Talamantes thought about the homeowners who refused buyouts for the Norfolk Southern railroad freight yard expansion in Englewood. Believing in the healing properties of flowers; she has incorporated flowers to surround people as they walk and ride by the mural.
Where There Is Discord; Harmony:The Power of Art,1801 East 71st st,1991,Marcus Akinlana and Olivia Gude,Unknown,41.76591555,-87.58119192,60649,Mural,Completed 1991. Artists Marcus Akinlana and Olivia Gude. This incerdible mural involved the entire community in its design: community members were invited to contribute ideas; images and poems. The mural is a combination of language and images; including poems from five local poets. From 1991
Letter I,1720 N Elston Ave,2019,Marry Tonnu,Unknown,41.91357484,-87.66444475,60642,Mural,None
Bonita Finca de Adobe,3645 West 26th St,2014,Pop Up Mural Shop,Unknown,41.84425035,-87.71652732,60623,Mural,"Yollocalli youth interns; the Pop Up Mural Shop;  painted 'Bonita Finca de Adobe'"" in the summer of 2014."""
HPKO Project: Instinctive Movements,4700 South Lake Park Ave,2008,Rahmann Statik,Unknown,41.80953478,-87.59245022,60615,Mural,2008. Artist Rahmann Statik. This acrylic and spray paint mural spans the 47th and Lake Park viaduct in Hyde Park. It was created to show an evolution of community; color; and nature.
Stars & Styles,618 S. Wabash,2016,Dmnology,Unknown,41.87398405,-87.62613334,60605,Mural,(Photo Credit: Sandra Steinbrecher) DMNOLOGY or ;DMN; the graffiti sorcerer; hails from the city of Chicago. He embarked on his artistic journey at an early age in the inner city neighborhoods; spray painting his nom de plume ;Demon; on the walls and elevated trains of Chicago. Although; he prefers to call it the ;Wild Onion; style in reference to the indigenous name of Chicago. His style ranges from abstract to illustrative.
I Am Logan Square,2639 North Milwaukee Ave,2017,Sam Kirk and Sandra Antongiorgi,Unknown,41.92979861,-87.70837014,60647,Mural,To create I Am Logan Square; Kirk and fellow Artists Sandra Antongiorgi and Jenny Q worked to understand what was important to community members. The large; vibrant mural asks residents to remember the past and consider the people and systems that create and define communities
We Are One,3141 West 79th St,2018,Green Star Movement,Unknown,41.74963234,-87.70153712,60652,Mural,Green Star Movement responded to the 18th Ward’s request for a mural design that would connect the neighborhoods that make up the Ward. Chicago is divided into 50 wards; whose boundaries change as a result of the federal census to give equal representation based on population. Wards sometimes contain multiple neighborhoods; since neighborhood boundaries do not shift. Located in the center of the Ward; the mosaic wraps around the Metra viaduct walls at a busy intersection and the names of five neighborhoods—Auburn Gresham; Ashburn; Chicago Lawn; Scottsdale; Wrightwood—span across it. The mosaic also seeks to showcase the diversity in the area; make the viaduct more pedestrian friendly; and highlight that many ward residents are civil servants; including police and fire fighters.
Looming Large,1140 W Wilson Ave,2020,E. LEE,Unknown,41.9655,-87.65906,60640,Mural,None
Peacock,623 S. Wabash,2016,Andrea Dunn,Unknown,41.87390846,-87.62583771,60605,Mural,(Photo Credit: Sandra Steinbrecher) Andrea Dunn is the winner of the 2016 People;s Choice mural. While working on this project Dunn stated; ; The peacock is a symbol of allowing myself to be free and explore abstract shapes; but in a contained space.;-  as quoted in Sandra
Unknown,1551 W Homer Street,2018,Tara McPherson,Unknown,41.91720864,-87.66683738,60642,Mural,Tara McPherson is an artist based in New York. Creating art about people and their odd ways; her characters seem to exude an idealized innocence with a glimpse of hard earned wisdom in their eyes. Her portraits explore the realms of our psychological states via myths; legends; astronomy; physics; nature; love; loss; childhood and good old life experience. Giving us a peek into the complexities of the human psyche through her otherwordly characters.
Impossible Meeting,901 S. Michigan,2016,Marina Zumi,Unknown,41.8705633,-87.62399297,60605,Mural,(Photo Credit: Sandra Steinbrecher) Marina Zumi is most associated with the early street art scene and her work with one of the formative groups ;Expression Sessions; in Buenos Aires. Zumi came to street art from a fashion design background which has contributed to the development of a unique style that is colorful and feminine.  While working on this project Zumi stated;  ;My motivation comes in my daily life. I try to reflect human behavior through natural and animal scenes; ;  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
Hyde Park Art Panels,5300 South Shore Dr,2009,Burroughs; Evans; Himmelfarb; & Jones,Unknown,,,60615,Mural,Artists: Burroughs; Evans; Himmelfarb; & Jones. 2009. CPAG oversaw the production and installation of 18 large format digital prints from the four Artists. The panels are located at the underpasses of 53rd and 55th in Hyde Park. The picture below is of two panels by Artist Margaret Burroughs. From 2009
Logan,2827 N Spaulding Ave,2019,Justus Roe,Unknown,41.93284869,-87.70973589,60618,Mural,abstract landscape painting
Together We Fly Higher,2406 South Central Park Ave,2017,Chema Skandal,Unknown,41.84777119,-87.71503378,60623,Mural,This mural was created by Yollocalli Public Art interns with Chema Skandal For Cardenas School in the summer of 2017.
Las Puertas de Paseo Boricua,2517 West Division St,2017,Missy Rosa,Unknown,41.90287692,-87.69018293,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
King's Ranson,330 N MacChesney Court,2019,Reco The Great and Barrett Keithley,Unknown,41.88761537,-87.62530112,60601,Mural,King's Ransom is about the multiplicity of an individual's personality. The joker; the squire; and the king are within us all. It's up to us to know when to use which character in the right situation. The king can be hostage to other parts of his own character. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
South Old Irving,3928 W Cornelia Ave,2019,Justus Roe,Unknown,41.94468083,-87.72606579,60618,Mural,abstract landscape painting
Unknown,1551 W Homer Street,2018,Greve,Unknown,41.91720864,-87.66683738,60642,Mural,A visual artist and Chicago native; Greve began writing graffiti in the early 90;s at the age of 13. Spray paint is the medium that he is most familiar and comfortable; along with acrylics; generally for more detailed works.
Unknown,2045 W Concord Pl,2011,Laura Berger,Unknown,41.91127477,-87.67928033,60647,Mural,None
Lost in Now,25 E Monroe St,2017,Dwight White,Unknown,41.88066939,-87.62680815,60603,Mural,A hidden treasure in the heart of the city. Created to capture the idea that as long as one of them is focused on their love; it won't be lost. Sometimes focus is in a meditation state and other times it's all about setting eyes on what's to be built in the future. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Temple of Bloom,3059 South Central Park Ave,2016,"Gloria 'GLOE'"" Talamantes""",Unknown,41.83714877,-87.71444789,60623,Mural,Created in the summer of 2016; this spray painted mural was a collaboration with students and lead Artist GLO.
16th & Halsted,808 w. 16th st.,2015,Justus Roe,Unknown,41.86001454,-87.64710553,60608,Mural,abstract landscape painting
Alley Wall Project,1401 W 18th St,2014,Ricardo Martinez; FEDZ; Thomas; Axel,Unknown,41.85776469,-87.66138509,60608,Mural,Thanks to Alderman Solis and his Art in Public Spaces Initiative; Yollocalli Youth have been able to create works of art in the alley by our 1401 W 18th street building.
Letter M,1324 W Concord Place,2019,Marry Tonnu,Unknown,41.91240433,-87.66153051,60642,Mural,None
In Service,4000 South Wallace St,2018,Cyd Smillie with Arts Alive Chicago,Unknown,41.82168669,-87.64116028,60609,Mural,None
Paradise Unlost,1242 W Addison Street,2018,David Heo,Unknown,41.94723011,-87.66086909,60613,Mural,This 26 x 15 ft. outdoor mural located in the Lakeview neighborhood in Chicago was executed with the intent to kindle a sense of vibrancy; to beautify a seemingly ordinary neighborhood and to re-emulate the subliminal affects from nature; spirit and empathy. (from artist)
What We Create,1813 W 63rd Street,2017,Cyd Smillie,Unknown,41.77926508,-87.66967833,60636,Mural,"'What we create'"" was funded in part thru an IAP grant from DCASE. It features what women do from house care and child care to creation to keeping dreams. The faces of the women are the faces of women in the community and Elizabeth Catlett on the far right. This mural was painted in part by the campers of I Grow Chicago."""
Be The Change You Want To See,801 S Wabash,2015,Kashink,Unknown,41.87177833,-87.62578912,60605,Mural,French artist; Kashink; is known for painting large four-eyes characters; using bright colors and thick lines. She says she likes exploring the absurdity of social interactions through the theme of masks; the taboo of death and the various ways of dealing with it; especially in the Latino culture. Kashink is also known for wearing a mustache; much like the images she creates. Thanks to Chicago Truborn Gallery for curating this piece. ;Be The Change; (above Kashnik;s piece) painted by Stuk One.
Kinzie Train Depot,372 n. Peoria,2017,Justus Roe,Unknown,41.88849669,-87.65003207,60607,Mural,abstract landscape painting
Letter C,1400 W Wabansia Ave,2019,Marry Tonnu,Unknown,41.91361584,-87.66285163,60642,Mural,None
Jardin Kilbourn,Roscoe Avenue at Kostner Ave,2017,Northwest Arts Connection with Erika Doyle,Unknown,41.942618,-87.737338,60641,Mural,Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question; “What does urban renewal or urban evolution mean to this area?”
An Ode to Eleanor (Youth),835 W Montrose Ave,2019,Steven Teller,Unknown,41.96171341,-87.65132053,60613,Mural,None
Meander,938 East 87th St,2018,Jim Bachor,Unknown,41.73681262,-87.60090571,60619,Mural,Jim Bachor covers the contemporary urban fabric with the ancient technique of mosaic. Known for filling potholes with glass-and-mortar in Meander the artist elongated his scale to the width of a viaduct. He ordered over 1;000 pounds of ceramic tile from Italy to be set in a 90-foot mosaic.   Cut and laid out in the artist’s studio; the intricate but simple design shows three tulips—orange; yellow; and red—with their stems undulating along the mosaic’s expanse. From a distance; the flowers seem to be blowing in the breeze against an abstracted; rolling landscape. Up close; the incredible variety of tones and craftsmanship is apparent. Tiles that make up the orange tulip; for instance; include subtle differences of beige; yellow; and brown. Whether seen strolling by on foot or witnessed at the speed of a moving car; Bachor’s Meander enlivens the sterile space of a viaduct underpass. Jim Bachor covers the contemporary urban fabric with the ancient technique of mosaic. Known for filling potholes with glass-and-mortar in Meander the artist elongated his scale to the width of a viaduct. He ordered over 1;000 pounds of ceramic tile from Italy to be set in a 90-foot mosaic.   Cut and laid out in the artist’s studio; the intricate but simple design shows three tulips—orange; yellow; and red—with their stems undulating along the mosaic’s expanse. From a distance; the flowers seem to be blowing in the breeze against an abstracted; rolling landscape. Up close; the incredible variety of tones and craftsmanship is apparent. Tiles that make up the orange tulip; for instance; include subtle differences of beige; yellow; and brown. Whether seen strolling by on foot or witnessed at the speed of a moving car; Bachor’s Meander enlivens the sterile space of a viaduct underpass.
Beyond,1145 W Wilson Ave,2020,Left Handed Wave,Unknown,41.964697,-87.658953,60640,Mural,None
AVHQ,5232 N Damen Ave,2018,Justus Roe,Unknown,41.97698486,-87.67957802,60625,Mural,abstract landscape painting
untitled,330 N MacChesney Court,2019,Ant Ben and Gabe Moskolis,Unknown,41.88761537,-87.62530112,60601,Mural,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Las Puertas de Paseo Boricua,2547 West Division St,2017,Sandra Antongiorgi,Unknown,41.9028643,-87.69141411,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Street Queen,4654 N Broadway,2020,Rodney Duran,Unknown,41.9666343,-87.6586209,60640,Mural,Uptown Ace Hardware
Luna Negra; 1998,5415 W Higgins Ave,2014,Ed Paschke,Unknown,41.96872306,-87.76207536,60630,Mural,None
The Essanay,1140 Wilson Avenue,2019,Michelle Lytle,Unknown,41.96548895,-87.6591587,60640,Mural,None
Unknown,2801 South Millard Ave,2018,Spifster and Chris Silva,Unknown,41.84061275,-87.71576395,60623,Mural,None
Cultivating Harmony,6241 N. Broadway,2017,Molly Z,Unknown,41.99577698,-87.66029505,60660,Mural,The Edgewater Chamger of Commerce and SSA #26 hired Molly Z to create a mural as part of its public art program. The program is meant to enhance the commercial corridors in Edgewater.
Psychedelic Portal,170 N Dearborn St,2019,Peyton Stewart,Unknown,41.88514243,-87.62962434,60601,Mural,Magical images for the magic of theatre. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Positive Moves in the Game of Life,3942 West North Ave,1988,Concetta Morales,Unknown,41.91000631,-87.72560703,60647,Mural,Completed 1988. Artist Concetta Morales. This mosaic mural is made of a mix of broken tile; marble; and pieces of baked clay. The mural represents; through a game board design; the challenges that today's teenagers face; challenges such as failure/success; peer pressure; and drugs. From 1988
Las Puertas de Paseo Boricua,2546 West Division St,2017,Jenny Q.,Unknown,41.90308512,-87.69129673,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Reaching Back; Moving Forward; Lest We Forget the Song of 47th St,1306 East 47th St,2009,Carolyn Elaine and John Pitman Weber,Unknown,41.80977529,-87.59473652,60653,Mural,"Artist Carolyn Elaine and John Pitman Weber. 2009. This mosiac mural was created to represent and enrich the history of the Hyde Park/Bronzeville area. The mural urges people to know their history: 'Know; Learn; Read'"". Through the use of Adinkra and Native American symbols the mural promotes a message of the importance of history; peace; and tranquility. From 2009"""
Flight Patterns,3410 North Southport Ave,2018,Chris Silva with Yollocalli,Unknown,41.94375528,-87.66407359,60657,Mural,Flight Patterns was done in collaboration with young Artists from Yollocalli Arts Reach. Our Yollocalli team created stencil designs; assisted in making on the fly color decisions; and helped to get everything painted while amping up the overall enjoyment factor of producing this vibrant piece of public art.
Tierra,Road viaduct wall; on W Montrose Ave; under LSD,2019,Tony Passero,Unknown,41.962039,,60630,Mural,None
Abrazando La Vida/Embracing Life,1615 West Chicago Ave,2017,Miguel A. Del Real,Unknown,41.89595361,-87.66790007,60622,Mural,This mural’s positive symbolism; coupled with the strong use of primary colors; intends to bring a reflective energy to the location as a reminder to balance our mind; matter; and soul.
Letter Q,1850 N Elston Ave,2019,Marry Tonnu,Unknown,41.91604997,-87.66628047,60642,Mural,None
Alpha Omega,5500 n Ashland,2013,Justus Roe,Unknown,41.98169128,-87.6699157,60640,Mural,abstract landscape painting
Reach for Peace,1544 West 18th St,2011,"Jesus 'Chucho'"" Rodriguez""",Unknown,41.85791848,-87.66550671,60608,Mural,Created by Yollocalli teens in the summer of 2011; the “Reach for Peace” mural promotes peace & solidarity in Pilsen and surrounding communities.
The Buckingham,59 E Van Buren,2015,Never 2501,Unknown,41.87687878,-87.625411,60605,Mural,A new 8100-square-foot mural from Italian street artist Never 2501;the second mural in a new outdoor series along Wabash Avenue.
The Longroom,1612 W Irving Park Rd #1,2013,Justus Roe,Unknown,41.95439275,-87.66958709,60613,Mural,abstract landscape painting
Make It Good,170 N State St,2019,Shawnimals,Unknown,41.88515323,-87.62807348,60601,Mural,A diverse community is important; especially if we can work toward comon goals. Shawnimals art strives to showcase these ideals. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Do More with Less,4017 N Sheridan Road,2016,Matthew Hoffman,Unknown,41.95505283,-87.65441322,60613,Mural,None
Together We Overcome/Unidos Para Triunfar,2100 West Division St,1971,John Pitman Weber,Unknown,41.90325452,-87.67982505,60622,Mural,Artist John Weber. 1971. The goal of this colorful West town mural was to unite Latino; black; and white gang members in the community. When restored in 1974; a coffin and policeman firing his gun were added to symbolize the recent death of a Puerto Rican youth worker; shot and killed by a policeman. From 1971 (http://picasaweb.google.com/chicagopublicartgroup/1971?feat=embedwebsite)
The Rowan Tree,500 W Englewood Ave,2019,Rowan Tree Residents,Unknown,41.78090936,-87.63761782,60621,Mural,A mosaic mural completed by the residents at Rowan Trees to depict the hope; growth; and deep roots needed for recovery of substance use and mental illness. Art was designed by members of Threshold.
Unknown,2801 South Lawndale Ave,2018,Chema Skandal,Unknown,41.84059445,-87.71698352,60623,Mural,None
Fishing at Hogarth's,1108 West Lawrence Ave,1995,Tim Portlock and Beatriz Santiago Munoz,Unknown,41.96915696,-87.65802546,60640,Mural,Completed 1995. Artists Tim Portlock and Beatriz Santiago Munoz. This mural; painted on the west-facing retaining wall of the El tracks at the Lawrence stop; was designed and painted with the help of 11 Prologue Alternative High School students. From 1996
Letter V,1427 W Willow Street,2019,Marry Tonnu,Unknown,41.9142878,-87.66281791,60642,Mural,None
Las Puertas de Paseo Boricua,2510 West Division St,2017,Julio Cesar Montano-Montenegro,Unknown,41.9030983,-87.68997903,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Viva F;tbol!,1724 S. Ashland Avenue,2017,Sam Kirk,Unknown,41.85789813,-87.66628976,60608,Mural,Commission with Major League Soccer for 2017 All-Star Game in Chicago.
The Seeds We Plant Today Determine Our Growth For Tomorrow,1306 S. Michigan,2017,Sam Kirk,Unknown,41.8655389,-87.62425739,60605,Mural,"(Photo Credit: Sandra Steinbrecher) 'The Seeds We Plant Today Determine Our Growth For Tomorrow; mural highlights the work of Dolores Huerta in her role as an activist for human rights; additionally her strength and persistence as the only woman in a male dominated field. The power fist is a symbol seen in movements for marginalized people throughout history. Further symbolism is reflected in the sun which connects to the roots with the rising fists of the work of our ancestors. It is my duty to create work that makes women more visible; in content and process. My team is made up of strong female artists of color; so when people see us painting this work the message comes full circle and together we change minds. Women of Color must be seen more often as the strong; nurturing leaders that we are."""
Respiration,1346 W. Devon Avenue,2018,Mauricio Rodriguez,Unknown,41.99825284,-87.66486967,60660,Mural,The Edgewater Chamger of Commerce; with the permission of SSA #26 worked with Mauricio Ramirez; the franchises of Anytime Fitness and the property owner to bring more art to the neighborhood
Knowledge Is Power Project 5,1832 West Washington,1992,Dalton Brown; Dzine; and Bernard Williams,Unknown,41.88331129,-87.67313444,60612,Mural,"Completed 1992. Artists Dalton Brown; Dzine; and Bernard Williams. This mural is located at the Henry Horner Boys and Girls Club. The mural symbolizes African American lineage with images of an African map; King Tut; a clenched fist; and the word 'ROOTS'""."""
Rogers,1523 W Albion Ave,2019,Justus Roe,Unknown,42.0016378,-87.66904354,60626,Mural,abstract landscape painting
Temperance,701 N. Damen Ave; Chicago IL 60622,2018,Antonio Beniquez,Unknown,41.89413131,-87.67685467,60622,Mural,fa;ade mural
Letter L,1427 W Willow Street,2019,Marry Tonnu,Unknown,41.9142878,-87.66281791,60642,Mural,None
I Am A Man,1379 N Wolcott Ave,2020,Darius Dennis; Robin Alcantara; Jared Diaz; Ephraim Gebre,Unknown,41.90686,-87.673088,60622,Mural,None
Sky Art Mural,3026 East 91st St,2017,Jeff Zimmermann (with SkyART),Unknown,41.73019968,-87.55002787,60617,Mural,Jeff Zimmerman began this mural by teaching youth at SkyART how to draw abstract shapes. The shapes they created were enlarged and placed throughout the mural to serve as framing devices for more representational images; including the three faces that gaze directly at the viewer.
Openlands Mural,555 West 63rd St,2009,Rahmaan Statik,Unknown,41.77972307,-87.63959602,60621,Mural,Rahmaan statik Statik The Junction Grove mural is a snapshot of Englwood during the early 1900's. The overall image represents the great white flight from Englewood during the early 20th century. It also focuses on the importance of the Pullman Porters during this time. Over all the community response and perception was positive.
otherworldly,1745 W. Chicago Ave; Chicago IL 60622,2017,Key Detail,Unknown,41.89589266,-87.67156245,60622,Mural,mural
Libertad,2022 West Cermak Road,2008,"Jesus 'Chucho'"" Rodriguez""",Unknown,41.8522701,-87.6768038,60608,Mural,"In the summer of ''08; Yollocalli teens created this mural; 'Libertad;'"" that speaks to the youth; the community and their culture- check out portraits of Malcolm X; Frida Kahlo; & Rosa Parks."""
Drowning City,501 S Wabash,2016,Ruben Aguirre,Unknown,41.8756261,-87.62587904,60605,Mural,(Photo Credit: Sandra Steinbrecher) Ruben Aguirre is a Chicago-based painter who has transitioned from graffiti writing to an abstract/contemporary muralist. While working on this project Aguirre stated; ;The first inspiration is the space itself. My work is a response to a site specific place; so looking; thinking and reacting with paint is the result of being there.; ;  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
Inhale; Exhale,4654 North Broadway,2019,David Heo,Unknown,41.96675345,-87.65849862,60640,Mural,None
Pioneer Social Work,5656 South Stony Island Ave,2011,Astrid Fuller,Unknown,41.79169657,-87.5868573,60637,Mural,Original Artist: Astrid Fuller. 1976. Restoration Completed: 2011 Restoration Artist: Damon Reed Much controversy surrounded this mural; sponsered by the Hyde Park-Kenwood Community Conference; but months later it was finally painted. The mural depicts some of the many contributions of the pioneer social workers; such as civil liberties and peace initiatives. From 1976
Children are our Future,1760 North California Ave,1979,Cathy Cajandig; John Weber,Unknown,41.91374686,-87.69723595,60647,Mural,None
De Generacion en Generacion,2555 S Ridgeway Ave,2018,Juan De Lu Mora,Unknown,41.84453962,-87.71831109,60623,Mural,Black and white mural made with charcole and spray paint mezaleros cutting pinas to make mezcal.
Messages,5804–5856 South Damen Ave,2018,Cyd Smillie with Arts Alive Chicago,Unknown,41.7882892,-87.67428131,60636,Mural,Cyd Smillie worked with Henderson Elementary students and faculty on the theme of peace for two corresponding murals on the walls of the Damen underpass—Messages on the east side; and King of Peace on the west side. King of Peace was designed by Henderson Elementary art teacher Darrell Pulliam; while Cyd Smillie designed Messages with the Henderson students.
Las Puertas de Paseo Boricua,2542 West Division St,2017,Cristian Roldan,Unknown,41.90308696,-87.69112645,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
You Are Beautiful,2334 W Division St,2012,Matthew Hoffman,Unknown,41.90314475,-87.68599652,60622,Mural,None
Letter B,1690 N Elston Ave,2019,Marry Tonnu,Unknown,41.91290391,-87.66394498,60642,Mural,None
My Exploding Head,600 S. Michigan,2016,JJ McLuckie,Unknown,41.87437162,-87.62437953,60605,Mural,None
El Abrazo,944 West 21st St,2017,El Paseo Community Garden with Eric J. Garcia; Diana Solís; Katia Péres-Fuentes,Unknown,41.85401145,-87.64989059,60608,Mural,During the development of the mural El Abrazo—which translates to “The Embrace” in Spanish—25th Ward residents offered concepts of immigration; migration; borders; agriculture and environment. Project Artists worked with five teenage apprentices—Natalie Alicea; Natalie Aparicio; Yazmin Jiminez; Jasmin Martinez; and Jocelyn Tlapa—to form the multigenerational team that painted the mural.
Las Puertas de Paseo Boricua,2701 West Division St,2017,Reynaldo Rodriguez,Unknown,41.90283677,-87.69453754,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Unknown,1551 W Homer Street,2018,Tanner Woodford,Unknown,41.91720864,-87.66683738,60642,Mural,Tanner Woodford is founder and executive director of the Design Museum of Chicago; and teaches at the School of the Art Institute of Chicago.
Have A Dream,3993 South King Dr,1995,Siddha Webbe,Unknown,41.82204495,-87.61680123,60653,Mural,Completed 1995. Artist Siddha Webber. This 16x50 ft mural depicts various images of Martin Luther King Jr. From 1995
Fry,1415 S. Wabash,2016,Czr Prz,Unknown,41.86361937,-87.62559588,60605,Mural,(Photo Credit: Sandra Steinbrecher) CZR PRZ is a Chicago native with over 20 years of experience as a street artist; illustrator; painter; designer and installation/production artist. While working on this project CZR said;  ;Public art has the potential to both inspire as well as to develop an emotional connection to the audiences; surroundings; ;  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
Flower Shop,2459 South Christiana,2015,Chris Silva,Unknown,41.84637097,-87.70860251,60623,Mural,This mural was created with 15 Yollocalli youth interns/collaborators in during the summer of 2015 with direction from lead Artist Chris Silva.
Maud the Octopus,1520 W Fulton Street,2018,Nora Kate,Unknown,41.88664527,-87.66524751,60607,Mural,Oringal black and white Octopus set on southwest corner of building
LAKE VIEW,3241 N Lincoln Ave,2017,Anthony Lewellen,Unknown,41.94091163,-87.66935052,60657,Mural,"LAKE VIEW by Anthony Lewellen is an iconic 4;000 square-foot mural that celebrates Lakeview at an intersection that has historically served as the geographical center of the neighborhood. According to Lewellen; who grew up in Lakeview and has been a prominent figure in the Chicago arts community for decades; the artwork presents a visual metaphor that embodies the area''s namesake and simultaneously plays with the notion of personification. 'The central female figure; her hair flowing like waves; towers above the surrounding trees and buildings and in her reflected gaze; we see the horizon clear; blue; open and full of possibilities.'"""""
CoyWolf,1800 North Damen Ave,2017,Tony Passero,Unknown,41.91455946,-87.67770003,60647,Mural,In CoyWolf; two large animals patterned with vibrant shapes stare at the viewer with boldly colored eyes. The coyote/wolf hybrids depicted in the mural now stand as icons of The 606; the nearby innovative public recreation space.
Sacramento & Nelson,3077 N Sacramento Ave,2019,Justus Roe,Unknown,41.93761047,-87.70253038,60618,Mural,abstract landscape painting
