name,address,install_date,designation_date,artist,latitude,longitude,zip_code,type,description_of_artwork
(Former) South Side Trust Bank Bldg,4659 S Cottage Grove Av,,2008,Unknown,41.80976635,-87.60611328,60653,Landmark,None
Robert Lindblom Technical High Schoool building,6130 S. Wolcott Ave,1917,2010,Arthur F. Hussander,41.78209706,-87.67216458,60636,Landmark,None
Reliance Building,32 N State St,1890,1975,base:Burham & Root Upper Stor: D.H. Burnham and Co,41.88302856,-87.62824151,60602,Landmark,None
Dr. Philip Weintraub House,3252 W. Victoria St,,2009,Andrew N. Rebori,41.98593715,-87.7110509,60659,Landmark,None
Charles D. Iglehart House,11118 S Artesian Av,1857,1994,Architect Unknown,41.69118327,-87.68276849,60655,Landmark,None
Engine Company 61,5349 S Wabash Av,1927,2003,Charles W. Kallal,41.79669781,-87.62366078,60615,Landmark,None
Pilgrim Baptist Church,3301 S Indiana Av,1890,1981,Adler & Sullivan,41.83446443,-87.62148251,60616,Landmark,None
Kenwood United Church of Christ,4600-4608 South Greenwood Avenue,1930,2011,William W. Boyington; Henry B. Wheelock;Chatten,41.81116725,-87.59978107,60653,Landmark,None
West Town State Bank Building,2400 W Madison St,1929,2003,Mundie & Jensen,41.88143107,-87.68673538,60612,Landmark,None
Navy Pier (Headhouse and East End Building),Grand Av and Streeter Dr at Lake Michigan,1916,1977,Charles Summer Frost,41.89173526,-87.60469642,60611,Landmark,None
Carl Sandburg House,4646 N Hermitage Av,1886,2006,Unknown,41.96657208,-87.67298946,60640,Landmark,None
63rd Street Bathing Pavilion,Lake Shore Dr and 63rd St; Chicago; IL,1919,2004,South Park Commission Architects,41.78144144,-87.57371255,60615,Landmark,None
Bryan Lathrop House,120 E Bellevue Pl,1892,1973,McKim; Meade & White,41.90187971,-87.62506376,60611,Landmark,None
Fisher Studio Houses,1209 N State Pkwy,1936,1996,Andrew Rebori & Edgar Miller,41.90427607,-87.6282942,60610,Landmark,None
Courthouse Place,54 W Hubbard St,1893,1993,Otto H. Matz,41.89027098,-87.63013194,60654,Landmark,None
Drake Fountain,92nd St @ South Chicago & Exchange Ave,1892,2004,Richard Henry Park,41.7280941,-87.55275866,60617,Landmark,None
Marquette Building,140 S Dearborn St,1895,1975,Holabird and Roche,41.87978697,-87.62974012,60603,Landmark,None
Powhatan Apartments,4950 S Chicago Beach Dr,1927,1993,Robert DeGolyer & Charles Morgan,41.8046084,-87.58447185,60615,Landmark,None
Chicago Motor Club Building,69 E. Wacker Place,1928,2012,Holabird & Root,41.88703479,-87.62542509,60601,Landmark,None
Metropolitan Apostolic Community Church Building,4100 S Dr Martin Luther King Jr Dr,1890,2007,John Turner Long.1913 mn sanc alt Charles S Frost,41.81999824,-87.6175253,60653,Landmark,None
Delaware Building,36 W Randolph St,1872,1983,Wheelock & Thomas;2 story add + atrium 1889 Huber,41.88468607,-87.62919338,60601,Landmark,None
Truevine Missionary Baptist Church Building,6720 S Stewart Av,1892,2007,Holabird and Roche,41.77178451,-87.63525636,60621,Landmark,None
First Church of Deliverance,4315 S Wabash Av,1939,1994,Walter T. Bailey;1946 Add. Kocher;Buss & DeKlerk,41.81588261,-87.62415888,60653,Landmark,None
Harris and Selwyn Theaters,180-90 N Dearborn st,1922,1983,C. Howard Crane & H Kenneth Franzheim,41.88505279,-87.629876,60601,Landmark,None
Rockefeller Memorial Chapel,1156 E 59th St; Chicago; IL,1925,2004,Bertram Grosvenor Goodhue Associates,41.78852591,-87.59704431,60637,Landmark,None
John Jacob Walser House,42 N Central Av,1903,1984,Frank Llyod Wright,41.8815282,-87.7653739,60644,Landmark,None
Charles Turzak House,7059 N Olcott Av,1938,1992,Bruce Goff,42.00956308,-87.81325194,60631,Landmark,None
Theurer-Wrigley House,2466 N Lakeview Av,1896,1979,Richard E. Schmidt,41.9275524,-87.63953901,60614,Landmark,None
Holy Trinity Orthodox Cathedral and Rectory,1121 N Leavitt St,1903,1979,Louis H. Sullivan,41.9019437,-87.68178871,60622,Landmark,None
(Former) Schlitz BreweryTied-House@2159 W.Belmont,2159 W. Belmont Ave.,1903,2011,Charles Thisslew,41.9392502,-87.68303313,60618,Landmark,None
South Side Community Art Center,3831 S Michigan Av,1892,1994,Gustav Hallburg remod:1940;Hin Bredendieck&Lerner,41.82458595,-87.62264066,60653,Landmark,None
Humboldt Park Receptory Building and Stable,3015 W Divison St,,2008,Unknown,41.90230679,-87.70333639,60622,Landmark,None
Jackson-Thomas House,7053 N Ridge Blvd,1874,1984,Architect Unknown,42.01039242,-87.68192948,60645,Landmark,None
American School of Correspondence,850 E 58th St,1907,1995,Pond & Pond,41.78975392,-87.60410363,60637,Landmark,None
Palmer House Hotel,17 E Monroe St,1925,2006,Holabird & Roche,41.88030689,-87.62695422,60603,Landmark,None
Site of Haymarket Tragedy,Desplaines St(650W); bet Randolph & Lake,1886,1992,Unknown,41.88515607,-87.64420847,60654,Landmark,None
Engine Company 59; Truck 47,5714 N Ridge Av,1928,2003,Argyle E. Robinson,41.98572406,-87.66403315,60660,Landmark,None
Schoenhofen Brewery,18th St & Canalport (500W),1886,1988,Admin Bldg: Adolph Cudell,41.85805569,-87.63973188,60616,Landmark,None
Wheeler-Kohn House,2016-20 S Calumet Av,1870,1998,Otis L. Wheelock,41.85491185,-87.61953359,60616,Landmark,None
"Abraham Lincoln Monument ('Standing Lincoln'"")""",Lincoln Park at Dearborn Parkway,1887,2001,A Saint-Gaudens;Sculptor & S White;Architect,41.91260406,-87.63025542,60610,Landmark,None
Perkins; Fellows & Hamilton Office and Studio,814 N Michigan Av,1917,1993,Perkins; Fellows & Hamilton,41.89723205,-87.62507267,60611,Landmark,None
Lorraine Hansberry House,6140 S. Rhodes Avenue,1909,2010,Albert G. Ferree,41.78273879,-87.6124201,60637,Landmark,None
Henry Gerber House,1710 N Crilly Court,1885,2001,Architect Unknown,41.91321333,-87.63603058,60614,Landmark,None
Union Stock Yard Gate,Exchange Av (4150S) at Peoria St (900W),1875,1972,Burnham and Root,41.81862876,-87.64868075,60620,Landmark,None
Kenna Apartments,2214 E 69th St,1916,1990,Barry Byrne,41.77010031,-87.57079824,60649,Landmark,None
Gauler Twin House,5917 N Magnolia Av,1908,2000,Walter Burley Griffin,41.9896117,-87.66119005,60660,Landmark,None
Henry V. Peters House,4731 N Knox Ave,1906,2004,Walter Burley Griffin,41.96721993,-87.74366994,60630,Landmark,None
Daley Center,50 West Washington St,1965,2002,C.F. Murphy Associates; Sculptor:Pablo Picasso,41.88384712,-87.63018307,60602,Landmark,None
Abraham Groesbeck House,1304 W  Washington Blvd,1869,1993,Otis L. Wheelock,41.88329082,-87.66004766,60607,Landmark,None
George Cleveland Hall Branch Library,4801 S. Michigan Avenue,1931,2010,Charles Hodgdon,41.80711009,-87.62230102,60615,Landmark,None
Hazelton-Mikota House,5453 N Forest Glen Av,1881,2005,Architect Unknown,41.98103936,-87.75387856,60630,Landmark,None
Holden Block,1027 W. Madison St.,1872,2011,Stephen Vaughn Shipman,41.88140273,-87.65325227,60607,Landmark,None
Harriet F. Rees House,2110 S. Prairie Ave.,1888,2012,Cobb & Frost,41.85392213,-87.62113488,60616,Landmark,None
Ransom R Cable House,25 E Erie St,1886,2007,Cobb & Frost,41.89388016,-87.62716599,60611,Landmark,None
Mather Tower,75 E Wacker Dr,1928,2001,Herbert Hugh Riddle,41.88760598,-87.6254272,60601,Landmark,None
Site of Fort Dearborn,at the intersection of Miochigan av & Wacker Dr,1803,1971,Unknown,41.88835165,-87.62450977,60601,Landmark,None
One North LaSalle Building,1 N LaSalle St,1929,1996,K.M. Vizthum & Co with John Burns,41.88231361,-87.63200594,60602,Landmark,None
Allan Miller House,7121 S Paxton Av,1915,1993,John S Van Bergan,41.7654723,-87.57101082,60649,Landmark,None
Canaan Baptist Church of Christ Building,6657-59 S Harvard Av,1904,2006,Solon S. Beman,41.77296259,-87.63278111,74136,Landmark,None
Oliver Building,159 N Dearborn St,1907,1984,Top Addit 1920;Holabird & Roche,41.88493929,-87.62925372,60601,Landmark,None
Jessie and William Adams House,9326 S Pleasant Av,1901,1994,Frank Lloyd Wright,41.72399695,-87.67019015,60643,Landmark,None
Waller Apartments,2840-58 W Walnut St,1895,1994,Frank Llyod Wright,41.88563167,-87.69836233,60612,Landmark,None
Fine Arts Building,410 S Michigan Av,1885,1978,add & remod. 1898 Solon S. Beman,41.87646843,-87.62484617,60605,Landmark,None
(Former) Schlitz BreweryTied-House@3159NSouthport,3159 N. Southport Ave.,1903,2011,Frommann and Jebsen,41.93964771,-87.6634509,60657,Landmark,None
Yondorf Block and Hall,758 W North Av,1887,2001,Frederick Ahlschlager,41.91119342,-87.64786908,60614,Landmark,None
Indian Boundary Park Fieldhouse,2500 W Lunt Av,1929,2005,Clarence Hatzfeld,42.0088761,-87.69259933,60645,Landmark,None
R.R. Donnelley & Sons Co. Calumet Plant,350 E Cermak Rd,1912,2004,Howard Van Doren Shaw,41.85368038,-87.61828781,60616,Landmark,None
Wendell Phillips High School,244 E Pershing Rd,1904,2003,William Bryce Mundie,41.82475145,-87.61980653,60653,Landmark,None
Chicago & North Western Railway Powerhouse,211 N Clinton St,1909,2006,Frost & Granger,41.88618882,-87.64090957,60661,Landmark,None
Shoreland Hotel,5454 South Shore Drive,1925,2010,Meyer Fridstein,41.79618792,-87.58146142,60615,Landmark,None
Page Brothers Building,177-191 N State St,1872,1983,John M. Van Osdel;1902 State St facade:Hill,41.88548876,-87.62758983,60601,Landmark,None
Henry B Clarke House,1855 S Indiana Av,1836,1970,Unknown,41.85706685,-87.62187159,60616,Landmark,None
Chicago and Alton Bridge,S Fork of S Branch; N of Archer & E of Ashland,,2007,Unknown,41.83987359,-87.66464137,60608,Landmark,None
Blackstone Hotel,636 S Michigan Ave,1910,1998,Marshall & Fox,41.87335142,-87.62477544,60605,Landmark,None
Carbide and Carbon Building,230 N Michigan Av,1929,1996,Burnham Brothers; Inc.,41.88652361,-87.62499482,60601,Landmark,None
All Saints Church and Rectory,4550 N Hermitage Av,1883,1982,John C. Cochrane,41.96494523,-87.67294862,60640,Landmark,None
Old Dearborn Bank Building,203 N Wabash Av,1928,2003,C.W. & George L. Rapp,41.88605727,-87.62601965,60601,Landmark,None
On Leong Merchants Association,2216 S Wentworth Av,1926,1993,Michealsen & Rognstad,41.8523735,-87.63231507,60616,Landmark,None
Jewelers  Building,15-17 S Wabash Av,1881,1981,Dankmar Adler with Louis H. Sullivan,41.88161747,-87.62566717,60605,Landmark,None
Former Chicago Historical Society Building,632 N Dearborn St,1892,1997,Henry Ives Cobb,41.89349504,-87.63006344,60654,Landmark,None
Dr. Wallace C. Abbott House,4605 N Hermitage Ave,1891,2006,Dahlgren & Lievendahl - rear addit 1906 - unknown,41.96542987,-87.6720606,60640,Landmark,None
Lake-Franklin Group,227-35 W Lake St & 173-91 N Franklin St,1872,1977,Burling & Adler; George Edbrooke. Addit 1896:Adler,41.88536889,-87.63510253,60606,Landmark,None
Heyworth Building,29 E Madison st,1904,2000,D.H. Burnham & Co.,41.88185956,-87.62668738,60602,Landmark,None
Thalia Hall,1215-25 W 18th St,1892,1989,Faber & Pagels,41.85771018,-87.65729386,60608,Landmark,None
Palmolive Building,919 N Michigan Av,1927,2000,Holabird & Root,41.89977946,-87.62350152,60611,Landmark,None
St Charles Air Line Bridge,S B Chgo River; N of 16th St & E of Lumber St,,2007,Unknown,41.86092399,-87.63453042,60604,Landmark,None
LaSalle Street Cable Car Powerhouse,500 N LaSalle St,1887,2001,North Chicago Street Railroad Co.,41.89103913,-87.63296226,60654,Landmark,None
Quinn Chapel,2401 S Wabash Av,1892,1977,Henry F. Starbuck,41.84907304,-87.62507641,60616,Landmark,None
Peoples Gas-South Chicago Neighborhood Store,8935 S Commercial Av,1925,1996,George Grant Elmslie & Herman V. von Holst,41.73264845,-87.55092055,60617,Landmark,None
(Former) Schlitz BreweryTied-House@1944 N.Oakley,1944 N. Oakley Ave.,1898,2011,Kley  & Lang,41.91748424,-87.6852557,60647,Landmark,None
Getty Tomb,Graceland Cemetery; 4011 N Clark St,1890,1971,Louis H. Sullivan,41.96123007,-87.66118862,60613,Landmark,None
Engine Company 129; Truck 50,8120 S Ashland Av,1928,2003,Argyle E. Robinson,41.74600513,-87.66370577,60620,Landmark,None
James Charnley House,1365 N Astor st,1891,1972,Adler and Sullivan; Frank Lloyd Wright,41.90764802,-87.62747782,60610,Landmark,None
Beeson House and Coach House,5810 W Midway Park,1892,1999,Frederick Schock,41.88931789,-87.77060811,60644,Landmark,None
TILT (Together Protect the Community),2100 West Division St,1976,Unknown,John Pitman Weber,41.90325452,-87.67982505,60622,Mural,None
Sepia,2230 S. Central Park Ave,2016,Unknown,Rahmaan Statik; Max Sansing,41.850922,-87.715009,60623,Mural,None
Change Makers,3819 Ogden Ave,2006,Unknown,Damon Reed & Moses Ball,,,60623,Mural,Artists: Damon Reed & Moses Ball2005
Unknown,1551 W Homer Street,2018,Unknown,Shawnimals,41.91720864,-87.66683738,60642,Mural,Shawn Smith; creator of Shawnimals and Ninjatown; makes things that inspire and delight people.
Community Mural,1124-1160 W Ardmore Ave,2016,Unknown,Cara Feeney,41.987298,-87.658921,60660,Mural,City of Chicago granted us rights to use the wall for public art. I have the original documents we filled out granting access to use the wall.
Make Your Own Luck,1 E Balbo,2015,Unknown,ASVP,41.87298295,-87.62752137,60605,Mural,None
Imitation Aura,3410 N. Southport Avenue,2019,Unknown,Chad Kouri,41.94375528,-87.66407359,60657,Mural,None
HowWillYouRise,4654 North Broadway,2019,Unknown,Jenny Vyas,41.96675345,-87.65849862,60640,Mural,None
Chinatown Centenial Mural,2026 South Clark St,2015,Unknown,Andy Bellomo; Bernard Williams,41.8545508,-87.63028972,60616,Mural,None
Honor Boricua,2601 West Evergreen Ave,1993,Unknown,Hector Duarte,41.90560086,-87.69214278,60622,Mural,Completed 1993. Artist Hector Duarte. This mural was made in collaboration with The Latin United Community Housing Association (LUCHA) depicts a beautiful Puerto Rican flag unfurling in a blue sky. In this mural the people are creating housing for themselves. From 1991
Still Deferred; Still Dreaming,2950 West Washington Blvd,1993,Unknown,Dzine and Olivia Gude,41.8829604,-87.70082741,60612,Mural,Completed 1993. Artists Dzine and Olivia Gude. This unique mural combibes spraycan art with traditional brush mural techniques. The mural design includes images of Martin Luther King Jr.; Ghandi; and stencil designs created by children from the MLK Boys and Girls Club. From 1993 (http://picasaweb.google.com/chicagopublicartgroup/1993?feat=embedwebsite)
The Blue Goose Mural,2901-03 N. Milwaukee Ave,2020,Unknown,David Orozco,41.934048,-87.71538,60618,Mural,None
Brightoners,3631 S Maplewood Ave,2019,Unknown,Justus Roe,41.8274976,-87.68849845,60632,Mural,abstract landscape painting
Toro Totem,3176 N Kedzie Avenue,2017,Unknown,Tony Passero,41.93931332,-87.70784365,60618,Mural,None
Ingles,1226 W Ainslie St,1974,Unknown,Janis Pozzi,41.97155144,-87.66095348,60640,Mural,None
Rush More,78 East Washington St,2017,Unknown,Kerry James Marshall,41.88333428,-87.62505014,60602,Mural,This large-scale mural on the Chicago Cultural Center building is the culmination the city's Year of Public Art. Made by internationally renowned Artist Kerry James Marshall; the 132 x 100-foot mural—the largest artwork he has ever designed or created—honors 20 women who have shaped the city’s vibrant arts and cultural landscape. In explaining his choice of women; Kerry James Marshall said; “In the history of monuments you have very few that represent women; but in the history of Chicago you have very many women that played key roles in establishing culture here. . . . My idea was to make a Forest Rushmore acknowledging the contribution of 20 women who’ve worked to shape the cultural landscape of the city; past and present.” The mural; executed by Artist Jeff Zimmerman; consists of trees as totems decorated by the women’s faces on the bottom. Up above are the park-like treetops; birds; a yellow-and-blue sun; and a ribbon that floats throughout the mural.   The cross-cultural; multi-generational list of women include (left to right) actress and cofounder of Dearborn Homes Youth Drama Workshop Cheryl Lynn Bruce; founder of Chicago Children’s Theatre Jacqueline Russell; former Chicago First lady and founder of After School Matters Maggie Daley; founder of the DuSable Museum of African American History Margaret Burroughs; founder of Little Black Pearl Monica Haslip; television host and producer Oprah Winfrey; poet Gwendolyn Brooks; former Chicago cultural affairs commissioner Lois Weisberg; actress/writer; and cofounder of Collaboraction theater; Sandra Delgado; journalist and writer Achy Obejas; founder of eta Creative Arts Foundation Abena Joan Brown; Poetry magazine founder Harriet Monroe; founder of Black Ensemble Theater Jackie Taylor; founder and Artistic director of Chicago Shakespeare Theater Barbara Gaines; former director of the Renaissance Society Suzanne Ghez; dancer and president of Muntu Dance Theatre of Chicago Joan Gray; dancer; choreographer; and founder of Ruth Page Center for the Arts Ruth Page; writer Sandra Ciseneros; Artist and cofounder of the AfricCobra  collective Barbara Jones-Hogu; Janes Saks; founder of Project & and the Ellen stone Belic Institute for the study of Women and Gender in the Arts and Media.  The mural is funded by Murals of Acceptance; whose goal is to bring art to all people in a free public setting.
Las Puertas de Paseo Boricua,2500 West Division St,2017,Unknown,Jasmine Petersen,41.90310194,-87.68955175,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Untitled,3418 N Ashland Ave,2020,Unknown,Sharon Dowell,41.9147051,-87.6678529,60657,Mural,Condominium Owner (Eileen Murphy)
calmness & serenity,1103 N. Ashland Ave; Chicago IL 60622,2018,Unknown,CERA,41.90162687,-87.66730041,60622,Mural,fa;ade mural
Devils Mile,1023 S. State st,2016,Unknown,Justus Roe,41.86939111,-87.62732369,60605,Mural,abstract landscape painting
End of Watch,4700 W Montrose Ave,2011,Unknown,Jill Arena and Cyd Smillie,41.96086102,-87.74516953,60641,Mural,In 2011 Arts Alive Chicago was contacted with a request to paint a mural to honor an officer killed in the line of duty. When seeking permission from then Alderman John Arena we were instructed to honor all the officers who died in the line of duty. Jill Arena designed the mural with all 540+ names; Cyd Smillies led the paint team with some community volunteers. The bagpipe dedication included 16th and 17th district officers and commanders; families of fallen officers; and dignitaries. Officers and families were invited to fill in the badge numbers of their fallen loved ones. This mural features an officer saluting and grieving woman with the image of officer Flisk in her tear.
Armitage Ghost Mural,939 West Armitage Ave,2017,Unknown,Steven Carrelli,41.91800819,-87.65246197,60614,Mural,Armitage Ghost Mural evokes the architectural identity of the Armitage-Halsted Landmark District. Its materials and design reference the neighborhood’s history as one of Chicago’s first-generation commercial districts.
Legends,3501 W. Pierce Avenue,2018,Unknown,John Vergara,41.90898862,-87.71444623,60651,Mural,The memorial wall is celebrating the life and contributions of four Puerto Rican; artists; poets; activist and trail blazers in the arts and literary world.  The homage to these poets; artist and activist is to bring to the public an awareness of their artistic legacy and give them recognition for their journey in using the spoken word and brush to paint with pride and dignity so future generations will stand strong and be proud of their cultural ties.  Featured from left to right Legend pioneers; Salima Rivera (1946-2004) David Hernandez (1946-2013) Gamaliel Ramirez (1949-2018) and Julia De Burgos (1914-1953) - The wall features black and white images of these Puerto Ricans with excerpts of their poetry in proximity of their image along with shadow images of icons relevant to their character.  The span of the background of the mural is of the Puerto Rican Flag.  Assistant Artist ; John Pitman Weber; Patricia Perez and Alisa Scott
South Shore,7152 S Exchange Ave,2013,Unknown,Justus Roe,41.76470569,-87.56555082,60649,Mural,abstract landscape painting
Fabric of Our Lives,3003 West Touhy Ave,1980,Unknown,Miriam Socoloff and Cynthia Weiss,42.01185028,-87.70464009,60645,Mural,Artists Miriam Socoloff and Cynthia Weiss. 1980. Located at the Bernard Horwich Jewish Community Center; this ceramic and glass tile mosaic represents Jewish history in Chicago; a theme long neglected in Chicago's many historical murals. From 1980 )
Home in Uptown,1140 Wilson Avenue,2019,Unknown,Frank Quintero,41.96548895,-87.6591587,60640,Mural,None
Letter U,1516 W Cortland Street,2019,Unknown,Marry Tonnu,41.91664982,-87.66608117,60642,Mural,None
I Am Love,1600 S. State Street,2017,Unknown,Shinique Smith,41.8601185,-87.62740831,60616,Mural,(Photo Credit: Sandra Steinbrecher)
The Wall of Daydreaming and Man's Inhumanity to Man,328 East 47th St,1975,Unknown,Mitchell Caton and William Walker,41.80946567,-87.61831493,60653,Mural,Artist Mitchell Caton. 1975. The Wall of Daydreaming (fully titled The Wall of Daydreaming and Man's Inhumanity to Man) was meant to express the people's needs; social ills; and community grievances. From 1975
Unknown,2730 Karlov,2016,Unknown,Chris Silva,41.841405,-87.727103,60623,Mural,students of Chris Silva took the lead on this colorful fence project in La Villita in summer 2016.
Feather Run,6343 West Irving Park Road,2017,Unknown,Tony Passero and Arts Alive Chicago,41.95281566,-87.78582729,60634,Mural,Installed by Arts Alive Chicago from an original design painted by Tony Passero; Feather Run depicts two vibrant peacocks meeting in the center of a field of abstract symbols. It can be found on the east elevation of the Merrimac Park fieldhouse.
Ode to the Messenger,4610 N Clifton Ave,2020,Unknown,Brett Whitacre,41.96614,-87.65903,60640,Mural,None
Moose Bubblegum Bubble,33 E. Congress,2014,Unknown,Jacob Watts,41.87557316,-87.62637611,60605,Mural,;Street art and graffiti are no longer strictly defined as vandalism and deserves to be recognized as a valid and important art genre;; said Shepard Fairey; artist and curator of;The Provocateurs. ;It challenges the notion that public space should be dominated by advertising and government signage. Columbia College and the City of Chicago have enthusiastically supported our outdoor mural project.;
Gift To The Class of 2016,1152 S. Wabash,2016,Unknown,Don't Fret,41.86769438,-87.62597903,60605,Mural,(Photo Credit: Sandra Steinbrecher) Don;t Fret is a Chicago native and Columbia College alum and his practice includes drawing; painting; sculpture; performance and installation-based work both on the street and in the gallery space.
Alewives 1972/2009,5506 South Lake Park Ave,1972,Unknown,Albert Zeno,41.79493407,-87.58773626,60637,Mural,Original Artist: Albert Zeno. 2009 Artist: Damon Lamar Reed
Intergallactic Lovers or nah;,25 E Monroe St,2017,Unknown,Barrett Keithley,41.88066939,-87.62680815,60603,Mural,Can you have a person embody the universal truth of love or nah; This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
We Grow Here Too,Garfield Boulevard and Wallace St,2017,Unknown,"Port Ministries with Gloria 'Gloe'""; Talamantes""",41.794471,-87.640385,60609,Mural,When scouting the location for her mural with Port Ministries; Artist Gloria Talamantes thought about the homeowners who refused buyouts for the Norfolk Southern railroad freight yard expansion in Englewood. Believing in the healing properties of flowers; she has incorporated flowers to surround people as they walk and ride by the mural.
Where There Is Discord; Harmony:The Power of Art,1801 East 71st st,1991,Unknown,Marcus Akinlana and Olivia Gude,41.76591555,-87.58119192,60649,Mural,Completed 1991. Artists Marcus Akinlana and Olivia Gude. This incerdible mural involved the entire community in its design: community members were invited to contribute ideas; images and poems. The mural is a combination of language and images; including poems from five local poets. From 1991
Letter I,1720 N Elston Ave,2019,Unknown,Marry Tonnu,41.91357484,-87.66444475,60642,Mural,None
Bonita Finca de Adobe,3645 West 26th St,2014,Unknown,Pop Up Mural Shop,41.84425035,-87.71652732,60623,Mural,"Yollocalli youth interns; the Pop Up Mural Shop;  painted 'Bonita Finca de Adobe'"" in the summer of 2014."""
HPKO Project: Instinctive Movements,4700 South Lake Park Ave,2008,Unknown,Rahmann Statik,41.80953478,-87.59245022,60615,Mural,2008. Artist Rahmann Statik. This acrylic and spray paint mural spans the 47th and Lake Park viaduct in Hyde Park. It was created to show an evolution of community; color; and nature.
Stars & Styles,618 S. Wabash,2016,Unknown,Dmnology,41.87398405,-87.62613334,60605,Mural,(Photo Credit: Sandra Steinbrecher) DMNOLOGY or ;DMN; the graffiti sorcerer; hails from the city of Chicago. He embarked on his artistic journey at an early age in the inner city neighborhoods; spray painting his nom de plume ;Demon; on the walls and elevated trains of Chicago. Although; he prefers to call it the ;Wild Onion; style in reference to the indigenous name of Chicago. His style ranges from abstract to illustrative.
I Am Logan Square,2639 North Milwaukee Ave,2017,Unknown,Sam Kirk and Sandra Antongiorgi,41.92979861,-87.70837014,60647,Mural,To create I Am Logan Square; Kirk and fellow Artists Sandra Antongiorgi and Jenny Q worked to understand what was important to community members. The large; vibrant mural asks residents to remember the past and consider the people and systems that create and define communities
We Are One,3141 West 79th St,2018,Unknown,Green Star Movement,41.74963234,-87.70153712,60652,Mural,Green Star Movement responded to the 18th Ward’s request for a mural design that would connect the neighborhoods that make up the Ward. Chicago is divided into 50 wards; whose boundaries change as a result of the federal census to give equal representation based on population. Wards sometimes contain multiple neighborhoods; since neighborhood boundaries do not shift. Located in the center of the Ward; the mosaic wraps around the Metra viaduct walls at a busy intersection and the names of five neighborhoods—Auburn Gresham; Ashburn; Chicago Lawn; Scottsdale; Wrightwood—span across it. The mosaic also seeks to showcase the diversity in the area; make the viaduct more pedestrian friendly; and highlight that many ward residents are civil servants; including police and fire fighters.
Looming Large,1140 W Wilson Ave,2020,Unknown,E. LEE,41.9655,-87.65906,60640,Mural,None
Peacock,623 S. Wabash,2016,Unknown,Andrea Dunn,41.87390846,-87.62583771,60605,Mural,(Photo Credit: Sandra Steinbrecher) Andrea Dunn is the winner of the 2016 People;s Choice mural. While working on this project Dunn stated; ; The peacock is a symbol of allowing myself to be free and explore abstract shapes; but in a contained space.;-  as quoted in Sandra
Unknown,1551 W Homer Street,2018,Unknown,Tara McPherson,41.91720864,-87.66683738,60642,Mural,Tara McPherson is an artist based in New York. Creating art about people and their odd ways; her characters seem to exude an idealized innocence with a glimpse of hard earned wisdom in their eyes. Her portraits explore the realms of our psychological states via myths; legends; astronomy; physics; nature; love; loss; childhood and good old life experience. Giving us a peek into the complexities of the human psyche through her otherwordly characters.
Impossible Meeting,901 S. Michigan,2016,Unknown,Marina Zumi,41.8705633,-87.62399297,60605,Mural,(Photo Credit: Sandra Steinbrecher) Marina Zumi is most associated with the early street art scene and her work with one of the formative groups ;Expression Sessions; in Buenos Aires. Zumi came to street art from a fashion design background which has contributed to the development of a unique style that is colorful and feminine.  While working on this project Zumi stated;  ;My motivation comes in my daily life. I try to reflect human behavior through natural and animal scenes; ;  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
Hyde Park Art Panels,5300 South Shore Dr,2009,Unknown,Burroughs; Evans; Himmelfarb; & Jones,,,60615,Mural,Artists: Burroughs; Evans; Himmelfarb; & Jones. 2009. CPAG oversaw the production and installation of 18 large format digital prints from the four Artists. The panels are located at the underpasses of 53rd and 55th in Hyde Park. The picture below is of two panels by Artist Margaret Burroughs. From 2009
Logan,2827 N Spaulding Ave,2019,Unknown,Justus Roe,41.93284869,-87.70973589,60618,Mural,abstract landscape painting
Together We Fly Higher,2406 South Central Park Ave,2017,Unknown,Chema Skandal,41.84777119,-87.71503378,60623,Mural,This mural was created by Yollocalli Public Art interns with Chema Skandal For Cardenas School in the summer of 2017.
Las Puertas de Paseo Boricua,2517 West Division St,2017,Unknown,Missy Rosa,41.90287692,-87.69018293,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
King's Ranson,330 N MacChesney Court,2019,Unknown,Reco The Great and Barrett Keithley,41.88761537,-87.62530112,60601,Mural,King's Ransom is about the multiplicity of an individual's personality. The joker; the squire; and the king are within us all. It's up to us to know when to use which character in the right situation. The king can be hostage to other parts of his own character. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
South Old Irving,3928 W Cornelia Ave,2019,Unknown,Justus Roe,41.94468083,-87.72606579,60618,Mural,abstract landscape painting
