,artist,name,year_installed,address,zip_code,latitude,longitude,type,landmark_designation_date,description_of_artwork
200,James Renwick Recon:1900;Howard Van Doren Shaw,Second Presbyterian Church,1874,1928-1936 S Michigan Av,60616,41.85572488,-87.62435931,Landmark,9/28/1977,
201,Charles Thisslew,(Former) Schlitz Brewery-Tied House,1904,"5120 N. Broadway, Chicago, IL",60640,41.97522511,-87.66025837,Landmark,5/4/2011,
202,"Arch ?, recon:1929;O F Johnson Add:1964;E D Dart",Lorado Taft's Midway Studios,0,6016 S Ingleside Dr,60637,41.78552641,-87.6032052,Landmark,12/1/1993,
203,"Marshall & Fox, Huszagh & Hill",(Former) Sheridan Trust and Savings Bank Building,0,4753 N Broadway,60640,41.96862254,-87.65913012,Landmark,10/8/2008,
204,,"Pennsylvania ""Eight Track"" Bridge",0,"San & Ship Canal, S of 31st & W of Western Av",60608,41.83707881,-87.68759544,Landmark,12/12/2007,
205,Rapp & Rapp,Uptown Theater,1925,4816 N Broadway,60640,41.96952571,-87.66019567,Landmark,10/2/1991,
206,Leon E. Stanhope,"Eighth Church of Christ, Scientist",1911,4359 S Michigan Av,60653,41.81498777,-87.62250788,Landmark,6/9/1993,
207,Unknown,Chicago Harbor Lighthouse,1893,"S End of the North Breakwater,N side of Harbor Ent",60611,41.88927337,-87.59040947,Landmark,4/9/2003,
208,Horatio Wilson,Chess Records Office and Studio,1911,2120 S Michigan Av,60616,41.85360644,-87.6242199,Landmark,5/16/1990,
209,Frank Lloyd Wright,Isidore H. Heller House,1897,5132 S Woodlawn Av,60615,41.80140832,-87.59711170000001,Landmark,9/15/1971,
210,Toussaint Menard west add:1874;John P. Huber,St Ignatius College Prep Building,1869,1076 W Roosevelt Rd,60608,41.86741856,-87.65412204,Landmark,3/18/1987,
211,Walter Burley Griffin,Gauler Twin House,1908,5921 N Magnolia Av,60660,41.98970697,-87.66119344,Landmark,6/28/2000,
212,Charles B. Atwood,Museum of Science and Industry,0,57th St and Lake Shore Dr,60637,41.79054723,-87.58287466,Landmark,11/1/1995,
213,,Village Theatre,0,1546-1550 N Clark St,60610,41.91084528,-87.63208883,Landmark,,
214,Leonard W. Volk,Stephen A. Douglas Memorial,1881,35th St and Cottage Grove Av,60653,41.83162805,-87.60840332,Landmark,9/28/1977,
215,"Commern. sculpture,""Nuclear Energy"" Henry Moore",Site of the 1st Self-Sustain Cont. Nuclear Chain,1942,East Side of S Ellis Ave between 56th & 57th St,60637,41.79216212,-87.6008699,Landmark,10/27/1971,
216,D.H. Burnham & Co. 1907:side add. Peter Weber,Fisher Building,1896,343 S Dearborn St,60604,41.87719864,-87.62899138,Landmark,6/7/1978,
217,,(Former) South Side Trust Bank Bldg,0,4659 S Cottage Grove Av,60653,41.80976635,-87.60611328,Landmark,7/9/2008,
218,Arthur F. Hussander,Robert Lindblom Technical High Schoool building,0,6130 S. Wolcott Ave,60636,41.78209706,-87.67216458,Landmark,6/9/2010,
219,base:Burham & Root Upper Stor: D.H. Burnham and Co,Reliance Building,1890,32 N State St,60602,41.88302856,-87.62824151,Landmark,7/11/1975,
220,Andrew N. Rebori,Dr. Philip Weintraub House,0,3252 W. Victoria St,60659,41.98593715,-87.7110509,Landmark,9/3/2009,
221,Architect Unknown,Charles D. Iglehart House,1857,11118 S Artesian Av,60655,41.69118327,-87.68276849,Landmark,7/13/1994,
222,Charles W. Kallal,Engine Company 61,0,5349 S Wabash Av,60615,41.79669781,-87.62366078,Landmark,10/1/2003,
223,Adler & Sullivan,Pilgrim Baptist Church,0,3301 S Indiana Av,60616,41.83446443,-87.62148251,Landmark,12/18/1981,
224,"William W. Boyington, Henry B. Wheelock,Chatten",Kenwood United Church of Christ,1930,4600-4608 South Greenwood Avenue,60653,41.81116725,-87.59978107,Landmark,10/5/2011,
225,Mundie & Jensen,West Town State Bank Building,0,2400 W Madison St,60612,41.88143107,-87.68673538,Landmark,10/1/2003,
226,Charles Summer Frost,Navy Pier (Headhouse and East End Building),1916,Grand Av and Streeter Dr at Lake Michigan,60611,41.89173526,-87.60469642,Landmark,11/14/1977,
227,Unknown,Carl Sandburg House,1886,4646 N Hermitage Av,60640,41.96657208,-87.67298946,Landmark,10/4/2006,
228,South Park Commission Architects,63rd Street Bathing Pavilion,1919,"Lake Shore Dr and 63rd St, Chicago, IL",60615,41.78144144,-87.57371255,Landmark,12/8/2004,
229,"McKim, Meade & White",Bryan Lathrop House,1892,120 E Bellevue Pl,60611,41.90187971,-87.62506376,Landmark,5/9/1973,
230,Andrew Rebori & Edgar Miller,Fisher Studio Houses,1936,1209 N State Pkwy,60610,41.90427607,-87.6282942,Landmark,7/31/1996,
231,,(Former) Marshfield Trust and Savings Bank Bldg,0,3321 N Lincoln Av,68467,41.942191799999996,-87.67016345,Landmark,,
232,,Chicago City  Bank & Trust Co,1920,815-815 W 63RD ST,60621,41.77939885,-87.64552885,Landmark,,
233,Otto H. Matz,Courthouse Place,1893,54 W Hubbard St,60654,41.89027098,-87.63013194,Landmark,6/9/1993,
234,Richard Henry Park,Drake Fountain,1892,92nd St @ South Chicago & Exchange Ave,60617,41.7280941,-87.55275866,Landmark,3/10/2004,
235,Holabird and Roche,Marquette Building,1895,140 S Dearborn St,60603,41.87978697,-87.62974012,Landmark,6/9/1975,
236,Robert DeGolyer & Charles Morgan,Powhatan Apartments,0,4950 S Chicago Beach Dr,60615,41.8046084,-87.58447185,Landmark,1/12/1993,
237,Holabird & Root,Chicago Motor Club Building,1928,69 E. Wacker Place,60601,41.88703479,-87.62542509,Landmark,5/9/2012,
238,John Turner Long.1913 mn sanc alt Charles S Frost,Metropolitan Apostolic Community Church Building,1890,4100 S Dr Martin Luther King Jr Dr,60653,41.81999824,-87.6175253,Landmark,7/19/2007,
239,"Wheelock & Thomas,2 story add + atrium 1889 Huber",Delaware Building,0,36 W Randolph St,60601,41.88468607,-87.62919338,Landmark,11/23/1983,
240,Holabird and Roche,Truevine Missionary Baptist Church Building,1892,6720 S Stewart Av,60621,41.77178451,-87.63525636,Landmark,2/7/2007,
241,"Walter T. Bailey,1946 Add. Kocher,Buss & DeKlerk",First Church of Deliverance,1939,4315 S Wabash Av,60653,41.81588261,-87.62415888,Landmark,10/5/1994,
242,C. Howard Crane & H Kenneth Franzheim,Harris and Selwyn Theaters,1922,180-90 N Dearborn st,60601,41.88505279,-87.629876,Landmark,3/31/1983,
243,Bertram Grosvenor Goodhue Associates,Rockefeller Memorial Chapel,0,"1156 E 59th St, Chicago, IL",60637,41.78852591,-87.59704431,Landmark,11/3/2004,
244,Frank Llyod Wright,John Jacob Walser House,1903,42 N Central Av,60644,41.8815282,-87.7653739,Landmark,3/30/1984,
245,Bruce Goff,Charles Turzak House,0,7059 N Olcott Av,60631,42.00956308,-87.81325194,Landmark,12/9/1992,
246,Richard E. Schmidt,Theurer-Wrigley House,1896,2466 N Lakeview Av,60614,41.927552399999996,-87.63953901,Landmark,8/10/1979,
247,Louis H. Sullivan,Holy Trinity Orthodox Cathedral and Rectory,1903,1121 N Leavitt St,60622,41.901943700000004,-87.68178871,Landmark,3/21/1979,
248,Charles Thisslew,(Former) Schlitz BreweryTied-House@2159 W.Belmont,0,2159 W. Belmont Ave.,60618,41.939250200000004,-87.68303313,Landmark,7/6/2011,
249,Gustav Hallburg remod:1940;Hin Bredendieck&Lerner,South Side Community Art Center,0,3831 S Michigan Av,60653,41.82458595,-87.62264066,Landmark,6/16/1994,
250,,Humboldt Park Receptory Building and Stable,0,3015 W Divison St,60622,41.90230679,-87.70333639,Landmark,2/6/2008,
251,Architect Unknown,Jackson-Thomas House,1874,7053 N Ridge Blvd,60645,42.01039242,-87.68192948,Landmark,10/16/1984,
252,Pond & Pond,American School of Correspondence,1907,850 E 58th St,60637,41.78975392,-87.60410363,Landmark,4/15/1995,
253,Holabird & Roche,Palmer House Hotel,0,17 E Monroe St,60603,41.88030689,-87.62695422,Landmark,12/13/2006,
254,,Site of Haymarket Tragedy,1886,"Desplaines St(650W), bet Randolph & Lake",60654,41.88515607,-87.64420847,Landmark,3/25/1992,
255,Argyle E. Robinson,"Engine Company 59, Truck 47",1928,5714 N Ridge Av,60660,41.98572406,-87.66403315,Landmark,10/1/2003,
256,Admin Bldg: Adolph Cudell,Schoenhofen Brewery,1886,18th St & Canalport (500W),60616,41.85805569,-87.63973188,Landmark,7/13/1988,
257,Otis L. Wheelock,Wheeler-Kohn House,1870,2016-20 S Calumet Av,60616,41.85491185,-87.61953359,Landmark,2/5/1998,
258,"A Saint-Gaudens,Sculptor & S White,Architect","Abraham Lincoln Monument (""Standing Lincoln"")",1887,Lincoln Park at Dearborn Parkway,60610,41.91260406,-87.63025542,Landmark,12/12/2001,
259,"Perkins, Fellows & Hamilton","Perkins, Fellows & Hamilton Office and Studio",1917,814 N Michigan Av,60611,41.89723205,-87.62507267,Landmark,12/1/1993,
260,Albert G. Ferree,Lorraine Hansberry House,1909,6140 S. Rhodes Avenue,60637,41.78273879,-87.6124201,Landmark,2/10/2010,
261,,(Former) Cosmopolitan State Bank Building,0,801 N Clark St,60610,41.89684722,-87.63082574,Landmark,,
262,Architect Unknown,Henry Gerber House,1885,1710 N Crilly Court,60614,41.91321333,-87.63603058,Landmark,6/6/2001,
263,Burnham and Root,Union Stock Yard Gate,1875,Exchange Av (4150S) at Peoria St (900W),60620,41.81862876,-87.64868075,Landmark,2/24/1972,
264,Barry Byrne,Kenna Apartments,1916,2214 E 69th St,60649,41.77010031,-87.57079824,Landmark,9/12/1990,
265,Walter Burley Griffin,Gauler Twin House,1908,5917 N Magnolia Av,60660,41.989611700000005,-87.66119005,Landmark,6/28/2000,
266,Walter Burley Griffin,Henry V. Peters House,1906,4731 N Knox Ave,60630,41.96721993,-87.74366994,Landmark,5/5/2004,
267,"C.F. Murphy Associates, Sculptor:Pablo Picasso",Daley Center,1965,50 West Washington St,60602,41.88384712,-87.63018307,Landmark,11/6/2002,
268,Otis L. Wheelock,Abraham Groesbeck House,1869,1304 W  Washington Blvd,60607,41.88329082,-87.66004766,Landmark,1/12/1993,
269,Charles Hodgdon,George Cleveland Hall Branch Library,1931,4801 S. Michigan Avenue,60615,41.80711009,-87.62230102,Landmark,2/10/2010,
270,Architect Unknown,Hazelton-Mikota House,1881,5453 N Forest Glen Av,60630,41.98103936,-87.75387856,Landmark,7/27/2005,
271,Stephen Vaughn Shipman,Holden Block,1872,1027 W. Madison St.,60607,41.88140273,-87.65325227,Landmark,5/4/2011,
272,Cobb & Frost,Harriet F. Rees House,1888,2110 S. Prairie Ave.,60616,41.85392213,-87.62113488,Landmark,3/14/2012,
273,Cobb & Frost,Ransom R Cable House,1886,25 E Erie St,60611,41.89388016,-87.62716599,Landmark,4/11/2007,
274,Herbert Hugh Riddle,Mather Tower,1928,75 E Wacker Dr,60601,41.88760598,-87.6254272,Landmark,3/7/2001,
275,,Site of Fort Dearborn,0,at the intersection of Miochigan av & Wacker Dr,60601,41.88835165,-87.62450977,Landmark,9/15/1971,
276,K.M. Vizthum & Co with John Burns,One North LaSalle Building,0,1 N LaSalle St,60602,41.88231361,-87.63200594,Landmark,4/16/1996,
277,John S Van Bergan,Allan Miller House,1915,7121 S Paxton Av,60649,41.7654723,-87.57101082,Landmark,12/1/1993,
278,Solon S. Beman,Canaan Baptist Church of Christ Building,0,6657-59 S Harvard Av,74136,41.77296259,-87.63278111,Landmark,7/26/2006,
279,Top Addit 1920;Holabird & Roche,Oliver Building,1907,159 N Dearborn St,60601,41.88493929,-87.62925372,Landmark,5/9/1984,
280,Frank Lloyd Wright,Jessie and William Adams House,1901,9326 S Pleasant Av,60643,41.72399695,-87.67019015,Landmark,6/16/1994,
281,Frank Llyod Wright,Waller Apartments,1895,2840-58 W Walnut St,60612,41.88563167,-87.69836233,Landmark,3/2/1994,
282,add & remod. 1898 Solon S. Beman,Fine Arts Building,1885,410 S Michigan Av,60605,41.87646843,-87.62484617,Landmark,6/7/1978,
283,Frommann and Jebsen,(Former) Schlitz BreweryTied-House@3159NSouthport,1903,3159 N. Southport Ave.,60657,41.93964771,-87.6634509,Landmark,7/6/2011,
284,Frederick Ahlschlager,Yondorf Block and Hall,1887,758 W North Av,60614,41.91119342,-87.64786908,Landmark,7/25/2001,
285,Clarence Hatzfeld,Indian Boundary Park Fieldhouse,1929,2500 W Lunt Av,60645,42.0088761,-87.69259933,Landmark,5/11/2005,
286,Howard Van Doren Shaw,R.R. Donnelley & Sons Co. Calumet Plant,0,350 E Cermak Rd,60616,41.85368038,-87.61828781,Landmark,3/31/2004,
287,William Bryce Mundie,Wendell Phillips High School,1904,244 E Pershing Rd,60653,41.82475145,-87.61980653,Landmark,5/7/2003,
288,Frost & Granger,Chicago & North Western Railway Powerhouse,0,211 N Clinton St,60661,41.88618882,-87.64090957,Landmark,1/11/2006,
289,Meyer Fridstein,Shoreland Hotel,0,5454 South Shore Drive,60615,41.79618792,-87.58146142,Landmark,9/8/2010,
290,,John and Clara Merchant House,0,3854 N Kostner Av,60641,41.95148125,-87.73849062,Landmark,,
291,"John M. Van Osdel,1902 State St facade:Hill",Page Brothers Building,1872,177-191 N State St,60601,41.88548876,-87.62758983,Landmark,1/28/1983,
292,Unknown,Henry B Clarke House,1836,1855 S Indiana Av,60616,41.85706685,-87.62187159,Landmark,10/14/1970,
293,,Chicago and Alton Bridge,0,"S Fork of S Branch, N of Archer & E of Ashland",60608,41.83987359,-87.66464137,Landmark,12/12/2007,
294,Marshall & Fox,Blackstone Hotel,1910,636 S Michigan Ave,60605,41.87335142,-87.62477544,Landmark,4/29/1998,
295,"Burnham Brothers, Inc.",Carbide and Carbon Building,1929,230 N Michigan Av,60601,41.88652361,-87.62499482,Landmark,5/9/1996,
296,,American Book Company,1909,320 E. Cermak Rd & 2132 S. Calumet Ave,60616,41.85322455,-87.61951752,Landmark,,
297,John C. Cochrane,All Saints Church and Rectory,1883,4550 N Hermitage Av,60640,41.96494523,-87.67294862,Landmark,12/27/1982,
298,C.W. & George L. Rapp,Old Dearborn Bank Building,1928,203 N Wabash Av,60601,41.88605727,-87.62601965,Landmark,6/4/2003,
299,Michealsen & Rognstad,On Leong Merchants Association,0,2216 S Wentworth Av,60616,41.8523735,-87.63231507,Landmark,12/1/1993,
300,Dankmar Adler with Louis H. Sullivan,Jewelers  Building,0,15-17 S Wabash Av,60605,41.88161747,-87.62566717,Landmark,12/8/1981,
301,Henry Ives Cobb,Former Chicago Historical Society Building,1892,632 N Dearborn St,60654,41.89349504,-87.63006344,Landmark,2/26/1997,
302,Dahlgren & Lievendahl - rear addit 1906 - unknown,Dr. Wallace C. Abbott House,1891,4605 N Hermitage Ave,60640,41.96542987,-87.6720606,Landmark,3/1/2006,
303,"Burling & Adler, George Edbrooke. Addit 1896:Adler",Lake-Franklin Group,0,227-35 W Lake St & 173-91 N Franklin St,60606,41.88536889,-87.63510253,Landmark,2/26/1977,
304,D.H. Burnham & Co.,Heyworth Building,1904,29 E Madison st,60602,41.88185956,-87.62668738,Landmark,9/27/2000,
305,Faber & Pagels,Thalia Hall,1892,1215-25 W 18th St,60608,41.85771018,-87.65729386,Landmark,10/25/1989,
306,Holabird & Root,Palmolive Building,0,919 N Michigan Av,60611,41.89977946,-87.62350152,Landmark,2/16/2000,
307,,St Charles Air Line Bridge,0,"S B Chgo River, N of 16th St & E of Lumber St",60604,41.86092399,-87.63453042,Landmark,12/12/2007,
308,North Chicago Street Railroad Co.,LaSalle Street Cable Car Powerhouse,1887,500 N LaSalle St,60654,41.89103913,-87.63296226,Landmark,6/27/2001,
309,Henry F. Starbuck,Quinn Chapel,1892,2401 S Wabash Av,60616,41.84907304,-87.62507641,Landmark,8/31/1977,
310,,North Chicago Hospital Building,0,2551 N Clark Street,60614,41.92947136,-87.64201185,Landmark,,
311,George Grant Elmslie & Herman V. von Holst,Peoples Gas-South Chicago Neighborhood Store,1925,8935 S Commercial Av,60617,41.73264845,-87.55092055,Landmark,4/16/1996,
312,Kley  & Lang,(Former) Schlitz BreweryTied-House@1944 N.Oakley,1898,1944 N. Oakley Ave.,60647,41.91748424,-87.6852557,Landmark,10/5/2011,
313,Louis H. Sullivan,Getty Tomb,1890,"Graceland Cemetery, 4011 N Clark St",60613,41.96123007,-87.66118862,Landmark,3/10/1971,
314,Argyle E. Robinson,"Engine Company 129, Truck 50",0,8120 S Ashland Av,60620,41.74600513,-87.66370577,Landmark,10/1/2003,
315,"Adler and Sullivan, Frank Lloyd Wright",James Charnley House,1891,1365 N Astor st,60610,41.90764802,-87.62747782,Landmark,8/20/1972,
316,Frederick Schock,Beeson House and Coach House,1892,5810 W Midway Park,60644,41.88931789,-87.77060811,Landmark,1/20/1999,
0,John Pitman Weber,TILT (Together Protect the Community),1976,2100 West Division St,60622.0,41.90325452,-87.67982505,Mural,,
1,"Rahmaan Statik, Max Sansing",Sepia,2016,2230 S. Central Park Ave,60623.0,41.850922,-87.715009,Mural,,
3,Shawnimals,,2018,1551 W Homer Street,60642.0,41.91720864,-87.66683738,Mural,,"Shawn Smith, creator of Shawnimals and Ninjatown, makes things that inspire and delight people."
4,Cara Feeney,Community Mural,2016,1124-1160 W Ardmore Ave,60660.0,41.987297999999996,-87.65892099999999,Mural,,City of Chicago granted us rights to use the wall for public art. I have the original documents we filled out granting access to use the wall.
5,ASVP,Make Your Own Luck,2015,1 E Balbo,60605.0,41.87298295,-87.62752137,Mural,,
6,Chad Kouri,Imitation Aura,2019,3410 N. Southport Avenue,60657.0,41.94375528,-87.66407359,Mural,,
7,Jenny Vyas,HowWillYouRise,2019,4654 North Broadway,60640.0,41.96675345,-87.65849862,Mural,,
8,"Andy Bellomo, Bernard Williams",Chinatown Centenial Mural,2015,2026 South Clark St,60616.0,41.8545508,-87.63028972,Mural,,
9,Hector Duarte,Honor Boricua,1993,2601 West Evergreen Ave,60622.0,41.90560086,-87.69214278,Mural,,Completed 1993. Artist Hector Duarte. This mural was made in collaboration with The Latin United Community Housing Association (LUCHA) depicts a beautiful Puerto Rican flag unfurling in a blue sky. In this mural the people are creating housing for themselves. From 1991
10,Dzine and Olivia Gude,Still Deferred; Still Dreaming,1993,2950 West Washington Blvd,60612.0,41.8829604,-87.70082741,Mural,,"Completed 1993. Artists Dzine and Olivia Gude. This unique mural combibes spraycan art with traditional brush mural techniques. The mural design includes images of Martin Luther King Jr., Ghandi, and stencil designs created by children from the MLK Boys and Girls Club. From 1993 (http://picasaweb.google.com/chicagopublicartgroup/1993?feat=embedwebsite)"
11,David Orozco,The Blue Goose Mural,2020,2901-03 N. Milwaukee Ave,60618.0,41.934048,-87.71538000000001,Mural,,
12,Justus Roe,Brightoners,2019,3631 S Maplewood Ave,60632.0,41.8274976,-87.68849845,Mural,,abstract landscape painting
13,Tony Passero,Toro Totem,2017,3176 N Kedzie Avenue,60618.0,41.93931332,-87.70784365,Mural,,
14,Janis Pozzi,Ingles,1974,1226 W Ainslie St,60640.0,41.97155144,-87.66095348,Mural,,
15,Kerry James Marshall,Rush More,2017,78 East Washington St,60602.0,41.88333428,-87.62505014,Mural,,"This large-scale mural on the Chicago Cultural Center building is the culmination the city's Year of Public Art. Made by internationally renowned Artist Kerry James Marshall, the 132 x 100-foot mural—the largest artwork he has ever designed or created—honors 20 women who have shaped the city’s vibrant arts and cultural landscape. In explaining his choice of women, Kerry James Marshall said, “In the history of monuments you have very few that represent women, but in the history of Chicago you have very many women that played key roles in establishing culture here. . . . My idea was to make a Forest Rushmore acknowledging the contribution of 20 women who’ve worked to shape the cultural landscape of the city, past and present.” The mural, executed by Artist Jeff Zimmerman, consists of trees as totems decorated by the women’s faces on the bottom. Up above are the park-like treetops, birds, a yellow-and-blue sun, and a ribbon that floats throughout the mural. 

The cross-cultural, multi-generational list of women include (left to right) actress and cofounder of Dearborn Homes Youth Drama Workshop Cheryl Lynn Bruce; founder of Chicago Children’s Theatre Jacqueline Russell; former Chicago First lady and founder of After School Matters Maggie Daley; founder of the DuSable Museum of African American History Margaret Burroughs; founder of Little Black Pearl Monica Haslip; television host and producer Oprah Winfrey; poet Gwendolyn Brooks; former Chicago cultural affairs commissioner Lois Weisberg; actress/writer, and cofounder of Collaboraction theater, Sandra Delgado; journalist and writer Achy Obejas; founder of eta Creative Arts Foundation Abena Joan Brown; Poetry magazine founder Harriet Monroe; founder of Black Ensemble Theater Jackie Taylor; founder and Artistic director of Chicago Shakespeare Theater Barbara Gaines; former director of the Renaissance Society Suzanne Ghez; dancer and president of Muntu Dance Theatre of Chicago Joan Gray; dancer, choreographer, and founder of Ruth Page Center for the Arts Ruth Page; writer Sandra Ciseneros; Artist and cofounder of the AfricCobra  collective Barbara Jones-Hogu; Janes Saks, founder of Project & and the Ellen stone Belic Institute for the study of Women and Gender in the Arts and Media.

The mural is funded by Murals of Acceptance, whose goal is to bring art to all people in a free public setting."
16,Jasmine Petersen,Las Puertas de Paseo Boricua,2017,2500 West Division St,60622.0,41.90310194,-87.68955175,Mural,,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride."
17,Sharon Dowell,Untitled,2020,3418 N Ashland Ave,60657.0,41.914705100000006,-87.66785290000001,Mural,,Condominium Owner (Eileen Murphy)
18,CERA,calmness & serenity,2018,"1103 N. Ashland Ave, Chicago IL 60622",60622.0,41.90162687,-87.66730041,Mural,,fa�ade mural
19,Justus Roe,Devils Mile,2016,1023 S. State st,60605.0,41.86939111,-87.62732369,Mural,,abstract landscape painting
20,Jill Arena and Cyd Smillie,End of Watch,2011,4700 W Montrose Ave,60641.0,41.96086102,-87.74516953,Mural,,"In 2011 Arts Alive Chicago was contacted with a request to paint a mural to honor an officer killed in the line of duty. When seeking permission from then Alderman John Arena we were instructed to honor all the officers who died in the line of duty. Jill Arena designed the mural with all 540+ names, Cyd Smillies led the paint team with some community volunteers. The bagpipe dedication included 16th and 17th district officers and commanders, families of fallen officers, and dignitaries. Officers and families were invited to fill in the badge numbers of their fallen loved ones. This mural features an officer saluting and grieving woman with the image of officer Flisk in her tear."
21,Steven Carrelli,Armitage Ghost Mural,2017,939 West Armitage Ave,60614.0,41.91800819,-87.65246197,Mural,,Armitage Ghost Mural evokes the architectural identity of the Armitage-Halsted Landmark District. Its materials and design reference the neighborhood’s history as one of Chicago’s first-generation commercial districts.
22,John Vergara,Legends,2018,3501 W. Pierce Avenue,60651.0,41.90898862,-87.71444623,Mural,,"The memorial wall is celebrating the life and contributions of four Puerto Rican, artists, poets, activist and trail blazers in the arts and literary world.  The homage to these poets, artist and activist is to bring to the public an awareness of their artistic legacy and give them recognition for their journey in using the spoken word and brush to paint with pride and dignity so future generations will stand strong and be proud of their cultural ties.  Featured from left to right Legend pioneers, Salima Rivera (1946-2004) David Hernandez (1946-2013) Gamaliel Ramirez (1949-2018) and Julia De Burgos (1914-1953) - The wall features black and white images of these Puerto Ricans with excerpts of their poetry in proximity of their image along with shadow images of icons relevant to their character.  The span of the background of the mural is of the Puerto Rican Flag.  Assistant Artist � John Pitman Weber, Patricia Perez and Alisa Scott"
23,Justus Roe,South Shore,2013,7152 S Exchange Ave,60649.0,41.76470569,-87.56555082,Mural,,abstract landscape painting
24,Miriam Socoloff and Cynthia Weiss,Fabric of Our Lives,1980,3003 West Touhy Ave,60645.0,42.01185028,-87.70464009,Mural,,"Artists Miriam Socoloff and Cynthia Weiss. 1980. Located at the Bernard Horwich Jewish Community Center, this ceramic and glass tile mosaic represents Jewish history in Chicago, a theme long neglected in Chicago's many historical murals. From 1980 )"
25,Frank Quintero,Home in Uptown,2019,1140 Wilson Avenue,60640.0,41.96548895,-87.6591587,Mural,,
26,Marry Tonnu,Letter U,2019,1516 W Cortland Street,60642.0,41.91664982,-87.66608117,Mural,,
27,Shinique Smith,I Am Love,2017,1600 S. State Street,60616.0,41.8601185,-87.62740831,Mural,,(Photo Credit: Sandra Steinbrecher)
28,Mitchell Caton and William Walker,The Wall of Daydreaming and Man's Inhumanity to Man,1975,328 East 47th St,60653.0,41.80946567,-87.61831493,Mural,,"Artist Mitchell Caton. 1975. The Wall of Daydreaming (fully titled The Wall of Daydreaming and Man's Inhumanity to Man) was meant to express the people's needs, social ills, and community grievances. From 1975"
29,Chris Silva,,2016,2730 Karlov,60623.0,41.841405,-87.727103,Mural,,students of Chris Silva took the lead on this colorful fence project in La Villita in summer 2016.
30,Tony Passero and Arts Alive Chicago,Feather Run,2017,6343 West Irving Park Road,60634.0,41.95281566,-87.78582729,Mural,,"Installed by Arts Alive Chicago from an original design painted by Tony Passero, Feather Run depicts two vibrant peacocks meeting in the center of a field of abstract symbols. It can be found on the east elevation of the Merrimac Park fieldhouse."
31,Brett Whitacre,Ode to the Messenger,2020,4610 N Clifton Ave,60640.0,41.96614,-87.65903,Mural,,
32,Jacob Watts,Moose Bubblegum Bubble,2014,33 E. Congress,60605.0,41.87557316,-87.62637611,Mural,,"�Street art and graffiti are no longer strictly defined as vandalism and deserves to be recognized as a valid and important art genre,� said Shepard Fairey, artist and curator of�The Provocateurs. �It challenges the notion that public space should be dominated by advertising and government signage. Columbia College and the City of Chicago have enthusiastically supported our outdoor mural project.�"
33,Don't Fret,Gift To The Class of 2016,2016,1152 S. Wabash,60605.0,41.86769438,-87.62597903,Mural,,"(Photo Credit: Sandra Steinbrecher) Don�t Fret is a Chicago native and Columbia College alum and his practice includes drawing, painting, sculpture, performance and installation-based work both on the street and in the gallery space."
34,Albert Zeno,Alewives 1972/2009,1972,5506 South Lake Park Ave,60637.0,41.79493407,-87.58773626,Mural,,Original Artist: Albert Zeno. 2009 Artist: Damon Lamar Reed
35,Barrett Keithley,Intergallactic Lovers or nah�,2017,25 E Monroe St,60603.0,41.88066939,-87.62680815,Mural,,Can you have a person embody the universal truth of love or nah� This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
36,"Port
Ministries with
Gloria ""Gloe""�
Talamantes",We Grow Here Too,2017,Garfield Boulevard and Wallace St,60609.0,41.794471,-87.640385,Mural,,"When scouting the location for her mural with Port Ministries, Artist Gloria Talamantes thought about the homeowners who refused buyouts for the Norfolk Southern railroad freight yard expansion in Englewood. Believing in the healing properties of flowers, she has incorporated flowers to surround people as they walk and ride by the mural."
37,Marcus Akinlana and Olivia Gude,"Where There Is Discord, Harmony:The Power of Art",1991,1801 East 71st st,60649.0,41.76591555,-87.58119192,Mural,,"Completed 1991. Artists Marcus Akinlana and Olivia Gude. This incerdible mural involved the entire community in its design: community members were invited to contribute ideas, images and poems. The mural is a combination of language and images, including poems from five local poets. From 1991"
38,Marry Tonnu,Letter I,2019,1720 N Elston Ave,60642.0,41.91357484,-87.66444475,Mural,,
39,Pop Up Mural Shop,Bonita Finca de Adobe,2014,3645 West 26th St,60623.0,41.84425035,-87.71652732,Mural,,"Yollocalli youth interns, the Pop Up Mural Shop,  painted ""Bonita Finca de Adobe"" in the summer of 2014."
40,Rahmann Statik,HPKO Project: Instinctive Movements,2008,4700 South Lake Park Ave,60615.0,41.80953478,-87.59245022,Mural,,"2008. Artist Rahmann Statik. This acrylic and spray paint mural spans the 47th and Lake Park viaduct in Hyde Park. It was created to show an evolution of community, color, and nature."
